fold,LightGBM,CatBoost,GradientBoosting,XGBoost,SVM,KNN,LinearRegression,Ridge,BayesianRidge,MLP
fold_1,0.8499927691972633,0.8527728032161113,0.8485666203751642,0.8496688604354858,0.8218491231256058,0.826803530897653,0.7651871944297807,0.7652615463212458,0.7652349181512947,0.8520215720080792
fold_2,0.8588998429494176,0.8600194949231407,0.8567910869913518,0.8593342900276184,0.8288475279334087,0.8331789044147366,0.7746732346331889,0.7746896770932794,0.7746840682796754,0.8596175741134552
fold_3,0.8555390737846839,0.8593757833545936,0.8541722319864093,0.8552656173706055,0.8125958541714008,0.823966037228806,0.765162487655125,0.7651384292657986,0.7651478251760824,0.8610141273853549
fold_4,0.8723024236264022,0.872942227860416,0.871419987296689,0.8709585666656494,0.8330414594972892,0.8474360272923722,0.7765836287046366,0.7766457639112601,0.7766224710926729,0.871661015322901
fold_5,0.8564743227516951,0.8590521116677536,0.8529655285647149,0.8550645112991333,0.8149500673052232,0.8251273983426897,0.7644405216959975,0.764410653188186,0.76442209209284,0.8575468611326158
